Technique_ID,Technique_Name,Sector,Count_Unique_Sources,Sample_Sources
T1189,Drive-by Compromise,Finance,9,Operation Dust Storm(campaign); APT38(intrusion-set); Mustard Tempest(intrusion-set); Andariel(intrusion-set); RTM(intrusion-set)
T1189,Drive-by Compromise,Government/Public,24,Operation Dust Storm(campaign); C0010(campaign); Elderwood(intrusion-set); Patchwork(intrusion-set); Dragonfly(intrusion-set)
T1189,Drive-by Compromise,Healthcare,4,C0010(campaign); Leviathan(intrusion-set); Turla(intrusion-set); APT19(intrusion-set)
T1189,Drive-by Compromise,Manufacturing/Industrial,9,Elderwood(intrusion-set); Dragonfly(intrusion-set); Leviathan(intrusion-set); BRONZE BUTLER(intrusion-set); Axiom(intrusion-set)
T1189,Drive-by Compromise,Retail/Consumer,1,Bad Rabbit(malware)
T1189,Drive-by Compromise,Technology/IT,5,Elderwood(intrusion-set); CURIUM(intrusion-set); BRONZE BUTLER(intrusion-set); Threat Group-3390(intrusion-set); LoudMiner(malware)
T1189,Drive-by Compromise,Telecom,4,Machete(intrusion-set); Earth Lusca(intrusion-set); Daggerfly(intrusion-set); APT19(intrusion-set)
T1189,Drive-by Compromise,Transportation/Logistics,14,Operation Dust Storm(campaign); C0010(campaign); APT38(intrusion-set); Elderwood(intrusion-set); Andariel(intrusion-set)
T1190,Exploit Public-Facing Application,Education,8,ShadowRay(campaign); Kimsuky(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set); HAFNIUM(intrusion-set)
T1190,Exploit Public-Facing Application,Energy/Utilities,10,Night Dragon(campaign); Operation Wocao(campaign); menuPass(intrusion-set); MuddyWater(intrusion-set); FIN7(intrusion-set)
T1190,Exploit Public-Facing Application,Finance,14,Cutting Edge(campaign); Night Dragon(campaign); Operation Wocao(campaign); C0027(campaign); GALLIUM(intrusion-set)
T1190,Exploit Public-Facing Application,Government/Public,34,FrostyGoop Incident(campaign); Cutting Edge(campaign); HomeLand Justice(campaign); SolarWinds Compromise(campaign); ArcaneDoor(campaign)
T1190,Exploit Public-Facing Application,Healthcare,10,ShadowRay(campaign); APT41(intrusion-set); menuPass(intrusion-set); FIN7(intrusion-set); APT39(intrusion-set)
T1190,Exploit Public-Facing Application,Manufacturing/Industrial,14,Cutting Edge(campaign); SolarWinds Compromise(campaign); Operation CuckooBees(campaign); Night Dragon(campaign); Kimsuky(intrusion-set)
T1190,Exploit Public-Facing Application,Retail/Consumer,10,C0018(campaign); ShadowRay(campaign); HomeLand Justice(campaign); Operation Wocao(campaign); Volt Typhoon(intrusion-set)
T1190,Exploit Public-Facing Application,Technology/IT,8,Cutting Edge(campaign); SolarWinds Compromise(campaign); Operation CuckooBees(campaign); Volt Typhoon(intrusion-set); APT41(intrusion-set)
T1190,Exploit Public-Facing Application,Telecom,14,Cutting Edge(campaign); ShadowRay(campaign); SolarWinds Compromise(campaign); Versa Director Zero Day Exploitation(campaign); C0027(campaign)
T1190,Exploit Public-Facing Application,Transportation/Logistics,12,SolarWinds Compromise(campaign); Operation Wocao(campaign); Kimsuky(intrusion-set); APT41(intrusion-set); menuPass(intrusion-set)
T1195,Supply Chain Compromise,Energy/Utilities,2,Sandworm Team(intrusion-set); OilRig(intrusion-set)
T1195,Supply Chain Compromise,Finance,2,OilRig(intrusion-set); Lumma Stealer(malware)
T1195,Supply Chain Compromise,Government/Public,3,Sandworm Team(intrusion-set); OilRig(intrusion-set); Ember Bear(intrusion-set)
T1195,Supply Chain Compromise,Manufacturing/Industrial,1,OilRig(intrusion-set)
T1195,Supply Chain Compromise,Telecom,2,OilRig(intrusion-set); Ember Bear(intrusion-set)
T1195.001,Compromise Software Dependencies and Development Tools,Retail/Consumer,1,XCSSET(malware)
T1195.002,Compromise Software Supply Chain,Education,1,APT41(intrusion-set)
T1195.002,Compromise Software Supply Chain,Energy/Utilities,3,FIN7(intrusion-set); Sandworm Team(intrusion-set); Threat Group-3390(intrusion-set)
T1195.002,Compromise Software Supply Chain,Finance,6,APT41(intrusion-set); FIN7(intrusion-set); GOLD SOUTHFIELD(intrusion-set); Cobalt Group(intrusion-set); Moonstone Sleet(intrusion-set)
T1195.002,Compromise Software Supply Chain,Government/Public,5,SolarWinds Compromise(campaign); Dragonfly(intrusion-set); Sandworm Team(intrusion-set); Daggerfly(intrusion-set); Threat Group-3390(intrusion-set)
T1195.002,Compromise Software Supply Chain,Healthcare,2,APT41(intrusion-set); FIN7(intrusion-set)
T1195.002,Compromise Software Supply Chain,Manufacturing/Industrial,5,SolarWinds Compromise(campaign); Dragonfly(intrusion-set); Daggerfly(intrusion-set); Threat Group-3390(intrusion-set); SUNSPOT(malware)
T1195.002,Compromise Software Supply Chain,Retail/Consumer,2,APT41(intrusion-set); FIN7(intrusion-set)
T1195.002,Compromise Software Supply Chain,Technology/IT,3,SolarWinds Compromise(campaign); APT41(intrusion-set); Threat Group-3390(intrusion-set)
T1195.002,Compromise Software Supply Chain,Telecom,3,SolarWinds Compromise(campaign); APT41(intrusion-set); Daggerfly(intrusion-set)
T1195.002,Compromise Software Supply Chain,Transportation/Logistics,4,SolarWinds Compromise(campaign); APT41(intrusion-set); FIN7(intrusion-set); Cobalt Group(intrusion-set)
T1197,BITS Jobs,Education,1,APT41(intrusion-set)
T1197,BITS Jobs,Finance,3,APT41(intrusion-set); Wizard Spider(intrusion-set); ProLock(malware)
T1197,BITS Jobs,Government/Public,3,Patchwork(intrusion-set); APT39(intrusion-set); Leviathan(intrusion-set)
T1197,BITS Jobs,Healthcare,5,APT41(intrusion-set); APT39(intrusion-set); Leviathan(intrusion-set); Wizard Spider(intrusion-set); Bazar(malware)
T1197,BITS Jobs,Manufacturing/Industrial,2,Leviathan(intrusion-set); Bazar(malware)
T1197,BITS Jobs,Retail/Consumer,3,APT41(intrusion-set); Wizard Spider(intrusion-set); Cobalt Strike(malware)
T1197,BITS Jobs,Technology/IT,1,APT41(intrusion-set)
T1197,BITS Jobs,Telecom,2,APT41(intrusion-set); APT39(intrusion-set)
T1197,BITS Jobs,Transportation/Logistics,3,APT41(intrusion-set); Leviathan(intrusion-set); Bazar(malware)
T1199,Trusted Relationship,Education,4,menuPass(intrusion-set); HAFNIUM(intrusion-set); APT29(intrusion-set); LAPSUS$(intrusion-set)
T1199,Trusted Relationship,Energy/Utilities,4,menuPass(intrusion-set); Sandworm Team(intrusion-set); LAPSUS$(intrusion-set); Threat Group-3390(intrusion-set)
T1199,Trusted Relationship,Finance,3,menuPass(intrusion-set); RedCurl(intrusion-set); GOLD SOUTHFIELD(intrusion-set)
T1199,Trusted Relationship,Government/Public,9,SolarWinds Compromise(campaign); menuPass(intrusion-set); HAFNIUM(intrusion-set); Sandworm Team(intrusion-set); POLONIUM(intrusion-set)
T1199,Trusted Relationship,Healthcare,2,menuPass(intrusion-set); LAPSUS$(intrusion-set)
T1199,Trusted Relationship,Manufacturing/Industrial,6,SolarWinds Compromise(campaign); menuPass(intrusion-set); POLONIUM(intrusion-set); APT29(intrusion-set); LAPSUS$(intrusion-set)
T1199,Trusted Relationship,Retail/Consumer,1,APT29(intrusion-set)
T1199,Trusted Relationship,Technology/IT,5,SolarWinds Compromise(campaign); menuPass(intrusion-set); POLONIUM(intrusion-set); LAPSUS$(intrusion-set); Threat Group-3390(intrusion-set)
T1199,Trusted Relationship,Telecom,2,SolarWinds Compromise(campaign); LAPSUS$(intrusion-set)
T1199,Trusted Relationship,Transportation/Logistics,5,SolarWinds Compromise(campaign); menuPass(intrusion-set); Sea Turtle(intrusion-set); APT29(intrusion-set); APT28(intrusion-set)
T1200,Hardware Additions,Finance,1,DarkVishnya(intrusion-set)
T1201,Password Policy Discovery,Education,1,Turla(intrusion-set)
T1201,Password Policy Discovery,Energy/Utilities,2,OilRig(intrusion-set); Net(tool)
T1201,Password Policy Discovery,Finance,1,OilRig(intrusion-set)
T1201,Password Policy Discovery,Government/Public,2,OilRig(intrusion-set); Turla(intrusion-set)
T1201,Password Policy Discovery,Healthcare,1,Turla(intrusion-set)
T1201,Password Policy Discovery,Manufacturing/Industrial,3,Operation CuckooBees(campaign); OilRig(intrusion-set); PoshC2(tool)
T1201,Password Policy Discovery,Retail/Consumer,2,PoshC2(tool); CrackMapExec(tool)
T1201,Password Policy Discovery,Technology/IT,1,Operation CuckooBees(campaign)
T1201,Password Policy Discovery,Telecom,1,OilRig(intrusion-set)
T1201,Password Policy Discovery,Transportation/Logistics,1,Chimera(intrusion-set)
T1202,Indirect Command Execution,Energy/Utilities,1,Forfiles(tool)
T1202,Indirect Command Execution,Finance,1,RedCurl(intrusion-set)
T1202,Indirect Command Execution,Transportation/Logistics,1,Lazarus Group(intrusion-set)
T1203,Exploitation for Client Execution,Education,4,APT41(intrusion-set); Aoqin Dragon(intrusion-set); APT29(intrusion-set); Tonto Team(intrusion-set)
T1203,Exploitation for Client Execution,Energy/Utilities,8,Operation Dust Storm(campaign); MuddyWater(intrusion-set); Sandworm Team(intrusion-set); OilRig(intrusion-set); BITTER(intrusion-set)
T1203,Exploitation for Client Execution,Finance,10,Operation Dust Storm(campaign); EXOTIC LILY(intrusion-set); admin@338(intrusion-set); APT41(intrusion-set); Andariel(intrusion-set)
T1203,Exploitation for Client Execution,Government/Public,32,Operation Dust Storm(campaign); Elderwood(intrusion-set); APT3(intrusion-set); Patchwork(intrusion-set); Dragonfly(intrusion-set)
T1203,Exploitation for Client Execution,Healthcare,5,EXOTIC LILY(intrusion-set); APT41(intrusion-set); Tropic Trooper(intrusion-set); Leviathan(intrusion-set); Tonto Team(intrusion-set)
T1203,Exploitation for Client Execution,Manufacturing/Industrial,9,Elderwood(intrusion-set); Dragonfly(intrusion-set); OilRig(intrusion-set); Leviathan(intrusion-set); APT29(intrusion-set)
T1203,Exploitation for Client Execution,Retail/Consumer,4,APT41(intrusion-set); APT29(intrusion-set); InvisiMole(malware); Cobalt Strike(malware)
T1203,Exploitation for Client Execution,Technology/IT,5,Elderwood(intrusion-set); APT41(intrusion-set); BRONZE BUTLER(intrusion-set); Tonto Team(intrusion-set); Threat Group-3390(intrusion-set)
T1203,Exploitation for Client Execution,Telecom,6,APT41(intrusion-set); MuddyWater(intrusion-set); OilRig(intrusion-set); Aoqin Dragon(intrusion-set); Ember Bear(intrusion-set)
T1203,Exploitation for Client Execution,Transportation/Logistics,14,Operation Dust Storm(campaign); Elderwood(intrusion-set); APT41(intrusion-set); Andariel(intrusion-set); APT37(intrusion-set)
T1204,User Execution,Education,1,LAPSUS$(intrusion-set)
T1204,User Execution,Energy/Utilities,1,LAPSUS$(intrusion-set)
T1204,User Execution,Finance,2,Scattered Spider(intrusion-set); Lumma Stealer(malware)
T1204,User Execution,Government/Public,1,LAPSUS$(intrusion-set)
T1204,User Execution,Healthcare,2,Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1204,User Execution,Manufacturing/Industrial,2,Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1204,User Execution,Retail/Consumer,2,Water Curupira Pikabot Distribution(campaign); Scattered Spider(intrusion-set)
T1204,User Execution,Technology/IT,2,Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1204,User Execution,Telecom,2,Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1204.001,Malicious Link,Education,6,C0021(campaign); C0011(campaign); Kimsuky(intrusion-set); Turla(intrusion-set); APT29(intrusion-set)
T1204.001,Malicious Link,Energy/Utilities,11,Operation Dust Storm(campaign); Operation Spalax(campaign); C0021(campaign); Night Dragon(campaign); MuddyWater(intrusion-set)
T1204.001,Malicious Link,Finance,26,Operation Dust Storm(campaign); Operation Spalax(campaign); Night Dragon(campaign); APT38(intrusion-set); Mustard Tempest(intrusion-set)
T1204.001,Malicious Link,Government/Public,36,Operation Dream Job(campaign); Operation Dust Storm(campaign); Operation Spalax(campaign); C0021(campaign); C0011(campaign)
T1204.001,Malicious Link,Healthcare,11,C0021(campaign); EXOTIC LILY(intrusion-set); FIN7(intrusion-set); APT39(intrusion-set); Leviathan(intrusion-set)
T1204.001,Malicious Link,Manufacturing/Industrial,9,Night Dragon(campaign); Elderwood(intrusion-set); Kimsuky(intrusion-set); TA2541(intrusion-set); OilRig(intrusion-set)
T1204.001,Malicious Link,Retail/Consumer,7,Water Curupira Pikabot Distribution(campaign); FIN7(intrusion-set); APT29(intrusion-set); Wizard Spider(intrusion-set); FIN8(intrusion-set)
T1204.001,Malicious Link,Technology/IT,3,Elderwood(intrusion-set); FIN8(intrusion-set); AppleJeus(malware)
T1204.001,Malicious Link,Telecom,7,MuddyWater(intrusion-set); Machete(intrusion-set); APT39(intrusion-set); OilRig(intrusion-set); Earth Lusca(intrusion-set)
T1204.001,Malicious Link,Transportation/Logistics,19,Operation Dust Storm(campaign); Operation Spalax(campaign); APT38(intrusion-set); Elderwood(intrusion-set); Kimsuky(intrusion-set)
T1204.002,Malicious File,Education,10,C0011(campaign); Kimsuky(intrusion-set); menuPass(intrusion-set); Aoqin Dragon(intrusion-set); DarkHydrus(intrusion-set)
T1204.002,Malicious File,Energy/Utilities,21,Operation Sharpshooter(campaign); Operation Dust Storm(campaign); 2015 Ukraine Electric Power Attack(campaign); Operation Spalax(campaign); menuPass(intrusion-set)
T1204.002,Malicious File,Finance,46,Operation Sharpshooter(campaign); Operation Dust Storm(campaign); Operation Spalax(campaign); APT38(intrusion-set); Indrik Spider(intrusion-set)
T1204.002,Malicious File,Government/Public,68,Operation Dream Job(campaign); Operation Sharpshooter(campaign); Operation Dust Storm(campaign); Operation Spalax(campaign); C0011(campaign)
T1204.002,Malicious File,Healthcare,13,EXOTIC LILY(intrusion-set); menuPass(intrusion-set); FIN6(intrusion-set); FIN7(intrusion-set); APT39(intrusion-set)
T1204.002,Malicious File,Manufacturing/Industrial,15,Elderwood(intrusion-set); Kimsuky(intrusion-set); Dragonfly(intrusion-set); menuPass(intrusion-set); TA2541(intrusion-set)
T1204.002,Malicious File,Retail/Consumer,18,Operation Sharpshooter(campaign); Water Curupira Pikabot Distribution(campaign); FIN6(intrusion-set); FIN7(intrusion-set); APT29(intrusion-set)
T1204.002,Malicious File,Technology/IT,9,Elderwood(intrusion-set); menuPass(intrusion-set); CURIUM(intrusion-set); BRONZE BUTLER(intrusion-set); Tonto Team(intrusion-set)
T1204.002,Malicious File,Telecom,12,MuddyWater(intrusion-set); Machete(intrusion-set); APT39(intrusion-set); OilRig(intrusion-set); Aoqin Dragon(intrusion-set)
T1204.002,Malicious File,Transportation/Logistics,29,Operation Dust Storm(campaign); Operation Spalax(campaign); APT38(intrusion-set); Elderwood(intrusion-set); Kimsuky(intrusion-set)
T1205,Traffic Signaling,Education,1,Kimsuky(intrusion-set)
T1205,Traffic Signaling,Finance,1,Cutting Edge(campaign)
T1205,Traffic Signaling,Government/Public,3,Cutting Edge(campaign); Kimsuky(intrusion-set); TRANSLATEXT(malware)
T1205,Traffic Signaling,Manufacturing/Industrial,3,Cutting Edge(campaign); Kimsuky(intrusion-set); Uroburos(malware)
T1205,Traffic Signaling,Technology/IT,1,Cutting Edge(campaign)
T1205,Traffic Signaling,Telecom,1,Cutting Edge(campaign)
T1205,Traffic Signaling,Transportation/Logistics,2,Kimsuky(intrusion-set); Winnti for Linux(malware)
T1205.001,Port Knocking,Manufacturing/Industrial,1,Mafalda(malware)
T1205.002,Socket Filters,Transportation/Logistics,1,BPFDoor(malware)
T1210,Exploitation of Remote Services,Education,3,menuPass(intrusion-set); Tonto Team(intrusion-set); Earth Lusca(intrusion-set)
T1210,Exploitation of Remote Services,Energy/Utilities,6,menuPass(intrusion-set); MuddyWater(intrusion-set); FIN7(intrusion-set); Fox Kitten(intrusion-set); Tonto Team(intrusion-set)
T1210,Exploitation of Remote Services,Finance,8,menuPass(intrusion-set); FIN7(intrusion-set); Tonto Team(intrusion-set); Earth Lusca(intrusion-set); Wizard Spider(intrusion-set)
T1210,Exploitation of Remote Services,Government/Public,9,Dragonfly(intrusion-set); menuPass(intrusion-set); MuddyWater(intrusion-set); Ember Bear(intrusion-set); APT28(intrusion-set)
T1210,Exploitation of Remote Services,Healthcare,5,menuPass(intrusion-set); FIN7(intrusion-set); Fox Kitten(intrusion-set); Tonto Team(intrusion-set); Wizard Spider(intrusion-set)
T1210,Exploitation of Remote Services,Manufacturing/Industrial,7,Dragonfly(intrusion-set); menuPass(intrusion-set); Fox Kitten(intrusion-set); Threat Group-3390(intrusion-set); Stuxnet(malware)
T1210,Exploitation of Remote Services,Retail/Consumer,9,FIN7(intrusion-set); Wizard Spider(intrusion-set); TrickBot(malware); Bad Rabbit(malware); InvisiMole(malware)
T1210,Exploitation of Remote Services,Technology/IT,4,menuPass(intrusion-set); Fox Kitten(intrusion-set); Tonto Team(intrusion-set); Threat Group-3390(intrusion-set)
T1210,Exploitation of Remote Services,Telecom,3,MuddyWater(intrusion-set); Ember Bear(intrusion-set); Earth Lusca(intrusion-set)
T1210,Exploitation of Remote Services,Transportation/Logistics,6,menuPass(intrusion-set); FIN7(intrusion-set); APT28(intrusion-set); Stuxnet(malware); Bad Rabbit(malware)
T1211,Exploitation for Defense Evasion,Government/Public,1,APT28(intrusion-set)
T1211,Exploitation for Defense Evasion,Transportation/Logistics,1,APT28(intrusion-set)
T1213,Data from Information Repositories,Education,1,Turla(intrusion-set)
T1213,Data from Information Repositories,Energy/Utilities,1,Sandworm Team(intrusion-set)
T1213,Data from Information Repositories,Finance,1,FIN6(intrusion-set)
T1213,Data from Information Repositories,Government/Public,4,SolarWinds Compromise(campaign); Sandworm Team(intrusion-set); Turla(intrusion-set); APT28(intrusion-set)
T1213,Data from Information Repositories,Healthcare,2,FIN6(intrusion-set); Turla(intrusion-set)
T1213,Data from Information Repositories,Manufacturing/Industrial,1,SolarWinds Compromise(campaign)
T1213,Data from Information Repositories,Retail/Consumer,2,APT41 DUST(campaign); FIN6(intrusion-set)
T1213,Data from Information Repositories,Technology/IT,1,SolarWinds Compromise(campaign)
T1213,Data from Information Repositories,Telecom,1,SolarWinds Compromise(campaign)
T1213,Data from Information Repositories,Transportation/Logistics,4,SolarWinds Compromise(campaign); APT41 DUST(campaign); Sea Turtle(intrusion-set); APT28(intrusion-set)
T1213.001,Confluence,Education,1,LAPSUS$(intrusion-set)
T1213.001,Confluence,Energy/Utilities,1,LAPSUS$(intrusion-set)
T1213.001,Confluence,Government/Public,1,LAPSUS$(intrusion-set)
T1213.001,Confluence,Healthcare,1,LAPSUS$(intrusion-set)
T1213.001,Confluence,Manufacturing/Industrial,1,LAPSUS$(intrusion-set)
T1213.001,Confluence,Technology/IT,1,LAPSUS$(intrusion-set)
T1213.001,Confluence,Telecom,1,LAPSUS$(intrusion-set)
T1213.002,Sharepoint,Education,2,HAFNIUM(intrusion-set); LAPSUS$(intrusion-set)
T1213.002,Sharepoint,Energy/Utilities,2,Ke3chang(intrusion-set); LAPSUS$(intrusion-set)
T1213.002,Sharepoint,Finance,1,C0027(campaign)
T1213.002,Sharepoint,Government/Public,4,HAFNIUM(intrusion-set); Ke3chang(intrusion-set); APT28(intrusion-set); LAPSUS$(intrusion-set)
T1213.002,Sharepoint,Healthcare,1,LAPSUS$(intrusion-set)
T1213.002,Sharepoint,Manufacturing/Industrial,1,LAPSUS$(intrusion-set)
T1213.002,Sharepoint,Technology/IT,1,LAPSUS$(intrusion-set)
T1213.002,Sharepoint,Telecom,2,C0027(campaign); LAPSUS$(intrusion-set)
T1213.002,Sharepoint,Transportation/Logistics,2,Chimera(intrusion-set); APT28(intrusion-set)
T1213.003,Code Repositories,Education,2,APT41(intrusion-set); LAPSUS$(intrusion-set)
T1213.003,Code Repositories,Energy/Utilities,1,LAPSUS$(intrusion-set)
T1213.003,Code Repositories,Finance,2,APT41(intrusion-set); Scattered Spider(intrusion-set)
T1213.003,Code Repositories,Government/Public,2,SolarWinds Compromise(campaign); LAPSUS$(intrusion-set)
T1213.003,Code Repositories,Healthcare,3,APT41(intrusion-set); Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1213.003,Code Repositories,Manufacturing/Industrial,3,SolarWinds Compromise(campaign); Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1213.003,Code Repositories,Retail/Consumer,2,APT41(intrusion-set); Scattered Spider(intrusion-set)
T1213.003,Code Repositories,Technology/IT,4,SolarWinds Compromise(campaign); APT41(intrusion-set); Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1213.003,Code Repositories,Telecom,4,SolarWinds Compromise(campaign); APT41(intrusion-set); Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1213.003,Code Repositories,Transportation/Logistics,2,SolarWinds Compromise(campaign); APT41(intrusion-set)
T1213.005,Messaging Applications,Education,1,LAPSUS$(intrusion-set)
T1213.005,Messaging Applications,Energy/Utilities,2,Fox Kitten(intrusion-set); LAPSUS$(intrusion-set)
T1213.005,Messaging Applications,Finance,1,Scattered Spider(intrusion-set)
T1213.005,Messaging Applications,Government/Public,2,Fox Kitten(intrusion-set); LAPSUS$(intrusion-set)
T1213.005,Messaging Applications,Healthcare,3,Scattered Spider(intrusion-set); Fox Kitten(intrusion-set); LAPSUS$(intrusion-set)
T1213.005,Messaging Applications,Manufacturing/Industrial,3,Scattered Spider(intrusion-set); Fox Kitten(intrusion-set); LAPSUS$(intrusion-set)
T1213.005,Messaging Applications,Retail/Consumer,1,Scattered Spider(intrusion-set)
T1213.005,Messaging Applications,Technology/IT,3,Scattered Spider(intrusion-set); Fox Kitten(intrusion-set); LAPSUS$(intrusion-set)
T1213.005,Messaging Applications,Telecom,2,Scattered Spider(intrusion-set); LAPSUS$(intrusion-set)
T1216.001,PubPrn,Government/Public,1,APT32(intrusion-set)
T1217,Browser Information Discovery,Energy/Utilities,3,Juicy Mix(campaign); Outer Space(campaign); Fox Kitten(intrusion-set)
T1217,Browser Information Discovery,Finance,6,APT38(intrusion-set); Scattered Spider(intrusion-set); Moonstone Sleet(intrusion-set); Mispadu(malware); Lumma Stealer(malware)
T1217,Browser Information Discovery,Government/Public,1,Fox Kitten(intrusion-set)
T1217,Browser Information Discovery,Healthcare,2,Scattered Spider(intrusion-set); Fox Kitten(intrusion-set)
T1217,Browser Information Discovery,Manufacturing/Industrial,4,Scattered Spider(intrusion-set); Fox Kitten(intrusion-set); Mafalda(malware); Dtrack(malware)
T1217,Browser Information Discovery,Retail/Consumer,4,Volt Typhoon(intrusion-set); Scattered Spider(intrusion-set); Lizar(malware); Empire(tool)
T1217,Browser Information Discovery,Technology/IT,3,Volt Typhoon(intrusion-set); Scattered Spider(intrusion-set); Fox Kitten(intrusion-set)
T1217,Browser Information Discovery,Telecom,2,Scattered Spider(intrusion-set); Mispadu(malware)
T1217,Browser Information Discovery,Transportation/Logistics,3,APT38(intrusion-set); Chimera(intrusion-set); Empire(tool)
T1218,System Binary Proxy Execution,Retail/Consumer,1,Volt Typhoon(intrusion-set)
T1218,System Binary Proxy Execution,Technology/IT,1,Volt Typhoon(intrusion-set)
T1218,System Binary Proxy Execution,Transportation/Logistics,1,Lazarus Group(intrusion-set)
T1218.001,Compiled HTML File,Education,1,APT41(intrusion-set)
T1218.001,Compiled HTML File,Energy/Utilities,1,OilRig(intrusion-set)
T1218.001,Compiled HTML File,Finance,5,APT38(intrusion-set); APT41(intrusion-set); OilRig(intrusion-set); Silence(intrusion-set); Astaroth(malware)
T1218.001,Compiled HTML File,Government/Public,1,OilRig(intrusion-set)
T1218.001,Compiled HTML File,Healthcare,1,APT41(intrusion-set)
T1218.001,Compiled HTML File,Manufacturing/Industrial,1,OilRig(intrusion-set)
T1218.001,Compiled HTML File,Retail/Consumer,1,APT41(intrusion-set)
T1218.001,Compiled HTML File,Technology/IT,1,APT41(intrusion-set)
T1218.001,Compiled HTML File,Telecom,2,APT41(intrusion-set); OilRig(intrusion-set)
T1218.001,Compiled HTML File,Transportation/Logistics,2,APT38(intrusion-set); APT41(intrusion-set)
T1218.002,Control Panel,Government/Public,1,Reaver(malware)
T1218.002,Control Panel,Retail/Consumer,1,InvisiMole(malware)
T1218.002,Control Panel,Transportation/Logistics,1,Reaver(malware)
T1218.003,CMSTP,Energy/Utilities,1,MuddyWater(intrusion-set)
T1218.003,CMSTP,Finance,1,Cobalt Group(intrusion-set)
T1218.003,CMSTP,Government/Public,2,MuddyWater(intrusion-set); LockBit 3.0(malware)
T1218.003,CMSTP,Telecom,1,MuddyWater(intrusion-set)
T1218.003,CMSTP,Transportation/Logistics,1,Cobalt Group(intrusion-set)
T1218.004,InstallUtil,Education,1,menuPass(intrusion-set)
T1218.004,InstallUtil,Energy/Utilities,1,menuPass(intrusion-set)
T1218.004,InstallUtil,Finance,2,menuPass(intrusion-set); Chaes(malware)
T1218.004,InstallUtil,Government/Public,3,menuPass(intrusion-set); Mustang Panda(intrusion-set); WhisperGate(malware)
T1218.004,InstallUtil,Healthcare,1,menuPass(intrusion-set)
T1218.004,InstallUtil,Manufacturing/Industrial,1,menuPass(intrusion-set)
T1218.004,InstallUtil,Retail/Consumer,1,Chaes(malware)
T1218.004,InstallUtil,Technology/IT,2,menuPass(intrusion-set); WhisperGate(malware)
T1218.004,InstallUtil,Telecom,1,WhisperGate(malware)
T1218.004,InstallUtil,Transportation/Logistics,1,menuPass(intrusion-set)
T1218.005,Mshta,Education,3,Kimsuky(intrusion-set); APT29(intrusion-set); Earth Lusca(intrusion-set)
T1218.005,Mshta,Energy/Utilities,3,Operation Dust Storm(campaign); MuddyWater(intrusion-set); FIN7(intrusion-set)
T1218.005,Mshta,Finance,7,Operation Dust Storm(campaign); APT38(intrusion-set); FIN7(intrusion-set); TA551(intrusion-set); Earth Lusca(intrusion-set)
T1218.005,Mshta,Government/Public,14,Operation Dust Storm(campaign); SideCopy(intrusion-set); Kimsuky(intrusion-set); APT32(intrusion-set); MuddyWater(intrusion-set)
T1218.005,Mshta,Healthcare,1,FIN7(intrusion-set)
T1218.005,Mshta,Manufacturing/Industrial,4,Kimsuky(intrusion-set); TA2541(intrusion-set); APT29(intrusion-set); Koadic(tool)
T1218.005,Mshta,Retail/Consumer,4,FIN7(intrusion-set); APT29(intrusion-set); Sibot(malware); Koadic(tool)
T1218.005,Mshta,Telecom,3,MuddyWater(intrusion-set); Earth Lusca(intrusion-set); NanHaiShu(malware)
T1218.005,Mshta,Transportation/Logistics,8,Operation Dust Storm(campaign); APT38(intrusion-set); Kimsuky(intrusion-set); FIN7(intrusion-set); TA2541(intrusion-set)
T1218.007,Msiexec,Education,1,Clop(malware)
T1218.007,Msiexec,Energy/Utilities,3,Clop(malware); AppleJeus(malware); RemoteUtilities(tool)
T1218.007,Msiexec,Finance,11,APT38(intrusion-set); Mispadu(malware); IcedID(malware); Javali(malware); Chaes(malware)
T1218.007,Msiexec,Government/Public,3,Machete(intrusion-set); ZIRCONIUM(intrusion-set); AppleJeus(malware)
T1218.007,Msiexec,Healthcare,1,Clop(malware)
T1218.007,Msiexec,Manufacturing/Industrial,1,Clop(malware)
T1218.007,Msiexec,Retail/Consumer,3,Chaes(malware); Clop(malware); Maze(malware)
T1218.007,Msiexec,Technology/IT,2,AppleJeus(malware); LoudMiner(malware)
T1218.007,Msiexec,Telecom,4,Machete(intrusion-set); Mispadu(malware); Clop(malware); AppleJeus(malware)
T1218.007,Msiexec,Transportation/Logistics,5,APT38(intrusion-set); Javali(malware); Grandoreiro(malware); Clop(malware); Melcoz(malware)
T1218.008,Odbcconf,Finance,2,Cobalt Group(intrusion-set); Bumblebee(malware)
T1218.008,Odbcconf,Retail/Consumer,1,Bumblebee(malware)
T1218.008,Odbcconf,Transportation/Logistics,1,Cobalt Group(intrusion-set)
T1218.010,Regsvr32,Education,2,Kimsuky(intrusion-set); APT19(intrusion-set)
T1218.010,Regsvr32,Energy/Utilities,1,APT19(intrusion-set)
