No,Technique_ID,Freq_Group,Freq_Campaign,Freq_Software,Freq_Total,Freq_BinScore,No_Mitigation_Flag,No_PCD_Flag,Applicable,Freq_Group_Pct,Freq_Campaign_Pct,Freq_Software_Pct,Freq_Total_Pct,Unnamed: 14,TID_root,Tactic_ID,Ito_Threat_Category,Step,Freq_Total_Pct_BIN5,Pi_freq,Detection_DataSources_Count,Detection_DataSources_List
252,T1552.002,2,0,7,9,4,0,1,0,0.049,0,0.069,0.06,,T1552,credential-access,Secondary Intrusion,S3,4,0.72,3,Process: Process Creation; Command: Command Execution; Windows Registry: Windows Registry Key Access
253,T1589,7,2,0,9,4,0,1,0,0.173,0.222,0,0.06,,T1589,reconnaissance,Preparation,S0,4,0.72,1,Network Traffic: Network Traffic Content
254,T1594,6,3,0,9,4,0,1,0,0.148,0.333,0,0.06,,T1594,reconnaissance,Preparation,S0,4,0.72,1,Application Log: Application Log Content
255,T1608.004,8,1,0,9,4,0,1,0,0.198,0.111,0,0.06,,T1608,resource-development,Preparation,S0,4,0.72,1,Internet Scan: Response Content
256,T1003.005,4,0,4,8,4,0,1,0,0.099,0,0.04,0.053,,T1003,credential-access,Secondary Intrusion,S3,4,0.72,1,Command: Command Execution
257,T1036.001,2,0,6,8,4,0,1,0,0.049,0,0.059,0.053,,T1036,defense-evasion,Secondary Action,S2,4,0.72,1,File: File Metadata
258,T1070.002,4,0,4,8,4,0,1,0,0.099,0,0.04,0.053,,T1070,defense-evasion,Secondary Action,S2,4,0.72,3,File: File Deletion; File: File Modification; Command: Command Execution
259,T1074,4,0,4,8,4,1,0,1,0.099,0,0.04,0.053,,T1074,collection,Secondary Action,S2,4,0.72,4,File: File Access; File: File Creation; Windows Registry: Windows Registry Key Modification; Command: Command Execution
260,T1111,4,2,2,8,4,0,1,0,0.099,0.222,0.02,0.053,,T1111,credential-access,Secondary Intrusion,S3,4,0.72,3,Driver: Driver Load; Process: OS API Execution; Windows Registry: Windows Registry Key Modification
261,T1201,3,1,4,8,4,0,0,1,0.074,0.111,0.04,0.053,,T1201,discovery,Secondary Action,S2,4,0.72,3,User Account: User Account Metadata; Command: Command Execution; Process: Process Creation
262,T1213.002,6,1,1,8,4,0,0,1,0.148,0.111,0.01,0.053,,T1213,collection,Secondary Action,S2,4,0.72,3,Logon Session: Logon Session Creation; Application Log: Application Log Content; Cloud Service: Cloud Service Metadata
263,T1219.002,6,2,0,8,4,0,1,0,0.148,0.222,0,0.053,,T1219,command-and-control,Secondary Intrusion,S3,4,0.72,3,Network Traffic: Network Traffic Content; Process: Process Creation; Network Traffic: Network Connection Creation
264,T1480.001,2,0,6,8,4,0,1,0,0.049,0,0.059,0.053,,T1480,defense-evasion,Secondary Action,S2,4,0.72,2,Process: Process Creation; Command: Command Execution
265,T1530,4,1,3,8,4,0,0,1,0.099,0.111,0.03,0.053,,T1530,collection,Secondary Action,S2,4,0.72,2,Cloud Service: Cloud Service Metadata; Cloud Storage: Cloud Storage Access
266,T1555.001,0,0,8,8,4,0,1,0,0,0,0.079,0.053,,T1555,credential-access,Secondary Intrusion,S3,4,0.72,4,Command: Command Execution; Process: Process Creation; Process: OS API Execution; File: File Access
267,T1555.005,4,1,3,8,4,0,1,0,0.099,0.111,0.03,0.053,,T1555,credential-access,Secondary Intrusion,S3,4,0.72,4,Process: Process Access; Process: OS API Execution; File: File Access; Command: Command Execution
268,T1566,5,0,3,8,4,0,1,0,0.124,0,0.03,0.053,,T1566,initial-access,Initial Access,S1,4,0.72,4,File: File Creation; Network Traffic: Network Traffic Flow; Application Log: Application Log Content; Network Traffic: Network Traffic Content
269,T1574.006,3,0,5,8,4,0,0,1,0.074,0,0.05,0.053,,T1574,"defense-evasion, persistence, privilege-escalation",Secondary Intrusion,S3,4,0.72,5,File: File Creation; Command: Command Execution; Module: Module Load; Process: Process Creation; File: File Modification
270,T1584.008,4,4,0,8,4,0,1,0,0.099,0.443,0,0.053,,T1584,resource-development,Preparation,S0,4,0.72,1,Internet Scan: Response Content
271,T1588.004,5,3,0,8,4,0,1,0,0.124,0.333,0,0.053,,T1588,resource-development,Preparation,S0,4,0.72,2,Certificate: Certificate Registration; Internet Scan: Response Content
272,T1654,4,0,4,8,4,0,0,1,0.099,0,0.04,0.053,,T1654,discovery,Secondary Action,S2,4,0.72,3,File: File Access; Command: Command Execution; Process: Process Creation
273,T1021,3,0,4,7,3,0,1,0,0.074,0,0.04,0.047,,T1021,lateral-movement,Secondary Action,S2,3,0.54,8,Module: Module Load; Network Traffic: Network Connection Creation; Command: Command Execution; Network Share: Network Share Access; WMI: WMI Creation; Logon Session: Logon Session Creation; Network Traffic: Network Traffic Flow; Process: Process Creation
274,T1036.010,4,1,2,7,3,0,1,0,0.099,0.111,0.02,0.047,,T1036,defense-evasion,Secondary Action,S2,3,0.54,1,User Account: User Account Creation
275,T1052.001,2,0,5,7,3,0,1,0,0.049,0,0.05,0.047,,T1052,exfiltration,Final Impact,S4,3,0.54,4,Process: Process Creation; Drive: Drive Creation; File: File Access; Command: Command Execution
276,T1176.001,1,0,6,7,3,0,0,1,0.025,0,0.059,0.047,,T1176,persistence,Secondary Action,S2,3,0.54,5,Windows Registry: Windows Registry Key Creation; Process: Process Creation; Command: Command Execution; File: File Creation; Network Traffic: Network Connection Creation
277,T1546.008,6,0,1,7,3,0,0,1,0.148,0,0.01,0.047,,T1546,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,5,Process: Process Creation; Command: Command Execution; File: File Creation; File: File Modification; Windows Registry: Windows Registry Key Modification
278,T1557.001,2,0,5,7,3,0,0,1,0.049,0,0.05,0.047,,T1557,"collection, credential-access",Secondary Action,S2,3,0.54,4,Service: Service Creation; Network Traffic: Network Traffic Flow; Network Traffic: Network Traffic Content; Windows Registry: Windows Registry Key Modification
279,T1583,7,0,0,7,3,0,1,0,0.173,0,0,0.047,,T1583,resource-development,Preparation,S0,3,0.54,5,Internet Scan: Response Metadata; Internet Scan: Response Content; Domain Name: Active DNS; Domain Name: Passive DNS; Domain Name: Domain Registration
280,T1589.001,5,2,0,7,3,0,1,0,0.124,0.222,0,0.047,,T1589,reconnaissance,Preparation,S0,3,0.54,0,
281,T1615,1,1,5,7,3,1,0,1,0.025,0.111,0.05,0.047,,T1615,discovery,Secondary Action,S2,3,0.54,5,Script: Script Execution; Active Directory: Active Directory Object Access; Process: Process Creation; Command: Command Execution; Network Traffic: Network Traffic Content
282,T1003.006,2,3,1,6,3,0,1,0,0.049,0.333,0.01,0.04,,T1003,credential-access,Secondary Intrusion,S3,3,0.54,3,Active Directory: Active Directory Object Access; Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
283,T1037.001,2,0,4,6,3,0,0,1,0.049,0,0.04,0.04,,T1037,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,3,Command: Command Execution; Process: Process Creation; Windows Registry: Windows Registry Key Creation
284,T1037.004,2,0,4,6,3,0,0,1,0.049,0,0.04,0.04,,T1037,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,4,File: File Creation; Process: Process Creation; File: File Modification; Command: Command Execution
285,T1048.002,3,1,2,6,3,0,1,0,0.074,0.111,0.02,0.04,,T1048,exfiltration,Final Impact,S4,3,0.54,5,Network Traffic: Network Traffic Flow; Command: Command Execution; File: File Access; Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Content
286,T1053.002,3,0,3,6,3,0,0,1,0.074,0,0.03,0.04,,T1053,"execution, persistence, privilege-escalation",Secondary Action,S2,3,0.54,5,Command: Command Execution; Scheduled Job: Scheduled Job Creation; Network Traffic: Network Traffic Flow; Process: Process Creation; File: File Modification
287,T1059.010,1,0,5,6,3,0,1,0,0.025,0,0.05,0.04,,T1059,execution,Secondary Intrusion,S3,3,0.54,2,Process: Process Creation; Command: Command Execution
288,T1072,4,1,1,6,3,0,1,0,0.099,0.111,0.01,0.04,,T1072,"execution, lateral-movement",Secondary Action,S2,3,0.54,2,Process: Process Creation; Application Log: Application Log Content
289,T1078.001,3,1,2,6,3,0,0,1,0.074,0.111,0.02,0.04,,T1078,"defense-evasion, initial-access, persistence, privilege-escalation",Initial Access,S1,3,0.54,2,Logon Session: Logon Session Creation; User Account: User Account Authentication
290,T1087,2,1,3,6,3,0,0,1,0.049,0.111,0.03,0.04,,T1087,discovery,Secondary Action,S2,3,0.54,3,Process: Process Creation; Command: Command Execution; File: File Access
291,T1098.004,3,0,3,6,3,0,0,1,0.074,0,0.03,0.04,,T1098,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,3,Command: Command Execution; Process: Process Creation; File: File Modification
292,T1110.002,4,1,1,6,3,0,1,0,0.099,0.111,0.01,0.04,,T1110,credential-access,Secondary Intrusion,S3,3,0.54,2,User Account: User Account Authentication; Application Log: Application Log Content
293,T1114,4,0,2,6,3,0,0,1,0.099,0,0.02,0.04,,T1114,collection,Secondary Action,S2,3,0.54,5,Logon Session: Logon Session Creation; Application Log: Application Log Content; Network Traffic: Network Connection Creation; File: File Access; Command: Command Execution
294,T1132,1,0,5,6,3,0,1,0,0.025,0,0.05,0.04,,T1132,command-and-control,Secondary Intrusion,S3,3,0.54,1,Network Traffic: Network Traffic Content
295,T1218.001,5,0,1,6,3,0,1,0,0.124,0,0.01,0.04,,T1218,defense-evasion,Secondary Action,S2,3,0.54,3,File: File Creation; Process: Process Creation; Command: Command Execution
296,T1218.004,2,0,4,6,3,0,1,0,0.049,0,0.04,0.04,,T1218,defense-evasion,Secondary Action,S2,3,0.54,2,Process: Process Creation; Command: Command Execution
297,T1531,2,0,4,6,3,1,1,0,0.049,0,0.04,0.04,,T1531,impact,Final Impact,S4,3,0.54,3,Active Directory: Active Directory Object Modification; User Account: User Account Modification; User Account: User Account Deletion
298,T1543,0,0,6,6,3,0,0,1,0,0,0.059,0.04,,T1543,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,11,Service: Service Creation; Container: Container Creation; Driver: Driver Load; Service: Service Modification; Process: Process Creation; Windows Registry: Windows Registry Key Modification; File: File Modification; File: File Creation; Windows Registry: Windows Registry Key Creation; Process: OS API Execution; Command: Command Execution
299,T1547,1,0,5,6,3,1,0,1,0.025,0,0.05,0.04,,T1547,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,10,Process: OS API Execution; Module: Module Load; Command: Command Execution; File: File Creation; Windows Registry: Windows Registry Key Creation; Windows Registry: Windows Registry Key Modification; File: File Modification; Kernel: Kernel Module Load; Process: Process Creation; Driver: Driver Load
300,T1550.003,3,0,3,6,3,0,1,0,0.074,0,0.03,0.04,,T1550,"defense-evasion, lateral-movement",Secondary Action,S2,3,0.54,3,User Account: User Account Authentication; Logon Session: Logon Session Creation; Active Directory: Active Directory Credential Request
301,T1552,1,1,4,6,3,0,1,0,0.025,0.111,0.04,0.04,,T1552,credential-access,Secondary Intrusion,S3,3,0.54,6,Windows Registry: Windows Registry Key Access; Application Log: Application Log Content; Command: Command Execution; Process: Process Creation; File: File Access; User Account: User Account Authentication
302,T1553.001,0,0,6,6,3,0,1,0,0,0,0.059,0.04,,T1553,defense-evasion,Secondary Action,S2,3,0.54,4,Process: Process Creation; Command: Command Execution; File: File Metadata; File: File Modification
303,T1557,2,1,3,6,3,0,0,1,0.049,0.111,0.03,0.04,,T1557,"collection, credential-access",Secondary Action,S2,3,0.54,5,Application Log: Application Log Content; Network Traffic: Network Traffic Content; Windows Registry: Windows Registry Key Modification; Network Traffic: Network Traffic Flow; Service: Service Creation
304,T1562.002,2,3,1,6,3,0,1,0,0.049,0.333,0.01,0.04,,T1562,defense-evasion,Secondary Action,S2,3,0.54,7,Sensor Health: Host Status; Command: Command Execution; Windows Registry: Windows Registry Key Modification; Script: Script Execution; Process: Process Creation; Windows Registry: Windows Registry Key Creation; Application Log: Application Log Content
305,T1562.003,2,1,3,6,3,0,1,0,0.049,0.111,0.03,0.04,,T1562,defense-evasion,Secondary Action,S2,3,0.54,2,Sensor Health: Host Status; Command: Command Execution
306,T1564.005,2,0,4,6,3,1,1,0,0.049,0,0.04,0.04,,T1564,defense-evasion,Secondary Action,S2,3,0.54,3,Firmware: Firmware Modification; File: File Modification; Windows Registry: Windows Registry Key Modification
307,T1568.001,3,0,3,6,3,1,1,0,0.074,0,0.03,0.04,,T1568,command-and-control,Secondary Intrusion,S3,3,0.54,2,Network Traffic: Network Traffic Flow; Network Traffic: Network Connection Creation
308,T1569.001,0,0,6,6,3,0,1,0,0,0,0.059,0.04,,T1569,execution,Secondary Intrusion,S3,3,0.54,4,Process: Process Creation; Command: Command Execution; Service: Service Creation; File: File Modification
309,T1584.006,4,1,1,6,3,0,1,0,0.099,0.111,0.01,0.04,,T1584,resource-development,Preparation,S0,3,0.54,1,Internet Scan: Response Content
310,T1591,5,1,0,6,3,0,1,0,0.124,0.111,0,0.04,,T1591,reconnaissance,Preparation,S0,3,0.54,0,
311,T1665,2,1,3,6,3,1,1,0,0.049,0.111,0.03,0.04,,T1665,command-and-control,Secondary Intrusion,S3,3,0.54,4,Internet Scan: Response Metadata; Network Traffic: Network Traffic Content; Domain Name: Domain Registration; Internet Scan: Response Content
312,T1036.002,5,0,0,5,3,1,1,0,0.124,0,0,0.033,,T1036,defense-evasion,Secondary Action,S2,3,0.54,1,File: File Metadata
313,T1037,3,1,1,5,3,0,0,1,0.074,0.111,0.01,0.033,,T1037,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,6,File: File Modification; Windows Registry: Windows Registry Key Creation; Command: Command Execution; File: File Creation; Process: Process Creation; Active Directory: Active Directory Object Modification
314,T1053,1,0,4,5,3,0,0,1,0.025,0,0.04,0.033,,T1053,"execution, persistence, privilege-escalation",Secondary Action,S2,3,0.54,6,Scheduled Job: Scheduled Job Creation; File: File Creation; Process: Process Creation; Container: Container Creation; Command: Command Execution; File: File Modification
315,T1056.003,1,2,2,5,3,0,0,1,0.025,0.222,0.02,0.033,,T1056,"collection, credential-access",Secondary Action,S2,3,0.54,1,File: File Modification
316,T1059.002,0,0,5,5,3,0,1,0,0,0,0.05,0.033,,T1059,execution,Secondary Intrusion,S3,3,0.54,3,Command: Command Execution; Process: Process Creation; Process: OS API Execution
317,T1070.005,1,0,4,5,3,1,1,0,0.025,0,0.04,0.033,,T1070,defense-evasion,Secondary Action,S2,3,0.54,4,Network Traffic: Network Traffic Content; Command: Command Execution; Process: Process Creation; User Account: User Account Authentication
318,T1087.004,1,1,3,5,3,0,0,1,0.025,0.111,0.03,0.033,,T1087,discovery,Secondary Action,S2,3,0.54,1,Command: Command Execution
319,T1090.004,1,0,4,5,3,0,1,0,0.025,0,0.04,0.033,,T1090,command-and-control,Secondary Intrusion,S3,3,0.54,1,Network Traffic: Network Traffic Content
320,T1098,2,1,2,5,3,0,0,1,0.049,0.111,0.02,0.033,,T1098,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,6,Command: Command Execution; Process: Process Creation; Active Directory: Active Directory Object Modification; File: File Modification; Group: Group Modification; User Account: User Account Modification
321,T1098.002,3,2,0,5,3,0,0,1,0.074,0.222,0,0.033,,T1098,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,3,Group: Group Modification; Application Log: Application Log Content; User Account: User Account Modification
322,T1134.003,2,0,3,5,3,0,1,0,0.049,0,0.03,0.033,,T1134,"defense-evasion, privilege-escalation",Secondary Action,S2,3,0.54,2,Process: OS API Execution; Command: Command Execution
323,T1136,3,1,1,5,3,0,0,1,0.074,0.111,0.01,0.033,,T1136,persistence,Secondary Action,S2,3,0.54,3,Process: Process Creation; Command: Command Execution; User Account: User Account Creation
324,T1195,3,0,2,5,3,0,1,0,0.074,0,0.02,0.033,,T1195,initial-access,Initial Access,S1,3,0.54,2,Sensor Health: Host Status; File: File Metadata
325,T1204,2,1,2,5,3,0,1,0,0.049,0.111,0.02,0.033,,T1204,execution,Secondary Intrusion,S3,3,0.54,11,Instance: Instance Start; File: File Creation; Network Traffic: Network Connection Creation; Container: Container Creation; Instance: Instance Creation; Network Traffic: Network Traffic Content; Process: Process Creation; Command: Command Execution; Image: Image Creation; Application Log: Application Log Content; Container: Container Start
326,T1528,2,1,2,5,3,0,1,0,0.049,0.111,0.02,0.033,,T1528,credential-access,Secondary Intrusion,S3,3,0.54,2,Active Directory: Active Directory Object Modification; User Account: User Account Modification
327,T1534,4,1,0,5,3,1,1,0,0.099,0.111,0,0.033,,T1534,lateral-movement,Secondary Action,S2,3,0.54,3,Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow; Application Log: Application Log Content
328,T1546.004,0,1,4,5,3,0,0,1,0,0.111,0.04,0.033,,T1546,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,4,Process: Process Creation; File: File Creation; Command: Command Execution; File: File Modification
329,T1547.013,0,0,5,5,3,0,0,1,0,0,0.05,0.033,,T1547,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,4,File: File Creation; Command: Command Execution; Process: Process Creation; File: File Modification
330,T1550.001,2,1,2,5,3,0,1,0,0.049,0.111,0.02,0.033,,T1550,"defense-evasion, lateral-movement",Secondary Action,S2,3,0.54,1,Web Credential: Web Credential Usage
331,T1553.005,3,0,2,5,3,0,1,0,0.074,0,0.02,0.033,,T1553,defense-evasion,Secondary Action,S2,3,0.54,2,File: File Metadata; File: File Creation
332,T1553.006,2,0,3,5,3,0,1,0,0.049,0,0.03,0.033,,T1553,defense-evasion,Secondary Action,S2,3,0.54,3,Command: Command Execution; Windows Registry: Windows Registry Key Modification; Process: Process Creation
333,T1556,1,1,3,5,3,0,0,1,0.025,0.111,0.03,0.033,,T1556,"credential-access, defense-evasion, persistence",Secondary Action,S2,3,0.54,13,Application Log: Application Log Content; Process: Process Access; Logon Session: Logon Session Creation; Active Directory: Active Directory Object Modification; User Account: User Account Authentication; Process: OS API Execution; Windows Registry: Windows Registry Key Creation; File: File Creation; User Account: User Account Modification; File: File Modification; Module: Module Load; Cloud Service: Cloud Service Modification; Windows Registry: Windows Registry Key Modification
334,T1558.001,1,0,4,5,3,0,1,0,0.025,0,0.04,0.033,,T1558,credential-access,Secondary Intrusion,S3,3,0.54,2,Active Directory: Active Directory Credential Request; Logon Session: Logon Session Metadata
335,T1562,2,0,3,5,3,0,1,0,0.049,0,0.03,0.033,,T1562,defense-evasion,Secondary Action,S2,3,0.54,19,File: File Modification; Cloud Service: Cloud Service Disable; Firewall: Firewall Rule Modification; Command: Command Execution; Script: Script Execution; Process: Process Modification; Windows Registry: Windows Registry Key Deletion; Process: Process Termination; Service: Service Metadata; Process: Process Metadata; Cloud Service: Cloud Service Modification; User Account: User Account Modification; File: File Deletion; Sensor Health: Host Status; Process: OS API Execution; Process: Process Creation; Windows Registry: Windows Registry Key Modification; Driver: Driver Load; Firewall: Firewall Disable
336,T1562.009,0,0,5,5,3,0,1,0,0,0,0.05,0.033,,T1562,defense-evasion,Secondary Action,S2,3,0.54,4,Windows Registry: Windows Registry Key Creation; Process: Process Creation; Windows Registry: Windows Registry Key Modification; Command: Command Execution
337,T1564,0,0,5,5,3,0,1,0,0,0,0.05,0.033,,T1564,defense-evasion,Secondary Action,S2,3,0.54,13,File: File Metadata; Application Log: Application Log Content; Process: Process Creation; Command: Command Execution; File: File Modification; Firmware: Firmware Modification; Service: Service Creation; Windows Registry: Windows Registry Key Modification; Script: Script Execution; User Account: User Account Creation; Process: OS API Execution; User Account: User Account Metadata; File: File Creation
338,T1564.011,1,0,4,5,3,1,1,0,0.025,0,0.04,0.033,,T1564,defense-evasion,Secondary Action,S2,3,0.54,2,Process: Process Creation; Command: Command Execution
339,T1587.003,2,3,0,5,3,0,1,0,0.049,0.333,0,0.033,,T1587,resource-development,Preparation,S0,3,0.54,1,Internet Scan: Response Content
340,T1598,5,0,0,5,3,0,1,0,0.124,0,0,0.033,,T1598,reconnaissance,Preparation,S0,3,0.54,3,Network Traffic: Network Traffic Content; Application Log: Application Log Content; Network Traffic: Network Traffic Flow
341,T1609,1,0,4,5,3,0,1,0,0.025,0,0.04,0.033,,T1609,execution,Secondary Intrusion,S3,3,0.54,2,Command: Command Execution; Process: Process Creation
342,T1611,1,0,4,5,3,0,1,0,0.025,0,0.04,0.033,,T1611,privilege-escalation,Secondary Intrusion,S3,3,0.54,5,Process: Process Creation; Kernel: Kernel Module Load; Container: Container Creation; Volume: Volume Modification; Process: OS API Execution
343,T1006,2,1,1,4,3,0,1,0,0.049,0.111,0.01,0.027,,T1006,defense-evasion,Secondary Action,S2,3,0.54,3,File: File Creation; Drive: Drive Access; Command: Command Execution
344,T1016.002,1,1,2,4,3,1,0,1,0.025,0.111,0.02,0.027,,T1016,discovery,Secondary Action,S2,3,0.54,2,Process: OS API Execution; Command: Command Execution
345,T1036.007,1,0,3,4,3,0,1,0,0.025,0,0.03,0.027,,T1036,defense-evasion,Secondary Action,S2,3,0.54,2,File: File Creation; File: File Metadata
346,T1055.003,0,0,4,4,3,0,1,0,0,0,0.04,0.027,,T1055,"defense-evasion, privilege-escalation",Secondary Action,S2,3,0.54,3,Process: OS API Execution; Process: Process Modification; Process: Process Access
347,T1059.011,0,0,4,4,3,0,1,0,0,0,0.04,0.027,,T1059,execution,Secondary Intrusion,S3,3,0.54,2,Command: Command Execution; Script: Script Execution
348,T1069.003,0,1,3,4,3,1,0,1,0,0.111,0.03,0.027,,T1069,discovery,Secondary Action,S2,3,0.54,5,Command: Command Execution; Application Log: Application Log Content; Process: Process Creation; Group: Group Metadata; Group: Group Enumeration
349,T1070.008,1,1,2,4,3,0,1,0,0.025,0.111,0.02,0.027,,T1070,defense-evasion,Secondary Action,S2,3,0.54,5,Application Log: Application Log Content; File: File Deletion; File: File Modification; Command: Command Execution; Process: Process Creation
350,T1098.003,2,2,0,4,3,0,0,1,0.049,0.222,0,0.027,,T1098,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,1,User Account: User Account Modification
351,T1098.005,1,2,1,4,3,0,0,1,0.025,0.222,0.01,0.027,,T1098,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,3,Application Log: Application Log Content; Active Directory: Active Directory Object Creation; User Account: User Account Modification
352,T1114.003,4,0,0,4,3,0,0,1,0.099,0,0,0.027,,T1114,collection,Secondary Action,S2,3,0.54,3,Command: Command Execution; Application Log: Application Log Content; Cloud Service: Cloud Service Metadata
353,T1134.004,0,0,4,4,3,1,1,0,0,0,0.04,0.027,,T1134,"defense-evasion, privilege-escalation",Secondary Action,S2,3,0.54,3,Process: Process Creation; Process: OS API Execution; Process: Process Metadata
354,T1137.006,1,0,3,4,3,0,0,1,0.025,0,0.03,0.027,,T1137,persistence,Secondary Action,S2,3,0.54,6,Windows Registry: Windows Registry Key Modification; File: File Modification; Command: Command Execution; Windows Registry: Windows Registry Key Creation; Process: Process Creation; File: File Creation
355,T1202,2,0,2,4,3,1,1,0,0.049,0,0.02,0.027,,T1202,defense-evasion,Secondary Action,S2,3,0.54,2,Command: Command Execution; Process: Process Creation
356,T1205.001,1,0,3,4,3,0,0,1,0.025,0,0.03,0.027,,T1205,"command-and-control, defense-evasion, persistence",Secondary Intrusion,S3,3,0.54,2,Network Traffic: Network Connection Creation; Network Traffic: Network Traffic Flow
357,T1213.003,3,1,0,4,3,0,0,1,0.074,0.111,0,0.027,,T1213,collection,Secondary Action,S2,3,0.54,2,Application Log: Application Log Content; Logon Session: Logon Session Creation
358,T1218.003,2,0,2,4,3,0,1,0,0.049,0,0.02,0.027,,T1218,defense-evasion,Secondary Action,S2,3,0.54,3,Network Traffic: Network Connection Creation; Command: Command Execution; Process: Process Creation
359,T1220,2,1,1,4,3,0,1,0,0.049,0.111,0.01,0.027,,T1220,defense-evasion,Secondary Action,S2,3,0.54,2,Module: Module Load; Process: Process Creation
360,T1497.002,2,0,2,4,3,1,0,1,0.049,0,0.02,0.027,,T1497,"defense-evasion, discovery",Secondary Action,S2,3,0.54,3,Process: OS API Execution; Process: Process Creation; Command: Command Execution
361,T1505.004,0,1,3,4,3,0,0,1,0,0.111,0.03,0.027,,T1505,persistence,Secondary Action,S2,3,0.54,3,File: File Creation; Command: Command Execution; File: File Modification
362,T1546,0,1,3,4,3,0,0,1,0,0.111,0.03,0.027,,T1546,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,9,Module: Module Load; WMI: WMI Creation; File: File Metadata; File: File Creation; File: File Modification; Windows Registry: Windows Registry Key Modification; Command: Command Execution; Cloud Service: Cloud Service Modification; Process: Process Creation
363,T1546.010,1,0,3,4,3,0,0,1,0.025,0,0.03,0.027,,T1546,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,5,Process: Process Creation; Command: Command Execution; Module: Module Load; Windows Registry: Windows Registry Key Modification; Process: OS API Execution
364,T1546.011,1,0,3,4,3,0,0,1,0.025,0,0.03,0.027,,T1546,"persistence, privilege-escalation",Secondary Action,S2,3,0.54,5,File: File Modification; Module: Module Load; Windows Registry: Windows Registry Key Modification; Command: Command Execution; Process: Process Creation
365,T1552.006,2,0,2,4,3,0,1,0,0.049,0,0.02,0.027,,T1552,credential-access,Secondary Intrusion,S3,3,0.54,2,File: File Access; Command: Command Execution
366,T1553.004,0,0,4,4,3,0,1,0,0,0,0.04,0.027,,T1553,defense-evasion,Secondary Action,S2,3,0.54,4,Command: Command Execution; Process: Process Creation; Windows Registry: Windows Registry Key Modification; Windows Registry: Windows Registry Key Creation
367,T1558.002,0,0,4,4,3,0,1,0,0,0,0.04,0.027,,T1558,credential-access,Secondary Intrusion,S3,3,0.54,1,Logon Session: Logon Session Metadata
368,T1565.002,1,0,3,4,3,0,1,0,0.025,0,0.03,0.027,,T1565,impact,Final Impact,S4,3,0.54,3,Process: OS API Execution; Network Traffic: Network Traffic Content; Network Traffic: Network Traffic Flow
369,T1584.005,4,0,0,4,3,0,1,0,0.099,0,0,0.027,,T1584,resource-development,Preparation,S0,3,0.54,0,
370,T1585,4,0,0,4,3,0,1,0,0.099,0,0,0.027,,T1585,resource-development,Preparation,S0,3,0.54,2,Network Traffic: Network Traffic Content; Persona: Social Media
371,T1587.002,3,1,0,4,3,0,1,0,0.074,0.111,0,0.027,,T1587,resource-development,Preparation,S0,3,0.54,1,Malware Repository: Malware Metadata
372,T1591.004,3,1,0,4,3,0,1,0,0.074,0.111,0,0.027,,T1591,reconnaissance,Preparation,S0,3,0.54,0,
373,T1593,4,0,0,4,3,0,1,0,0.099,0,0,0.027,,T1593,reconnaissance,Preparation,S0,3,0.54,0,
374,T1598.002,4,0,0,4,3,0,1,0,0.099,0,0,0.027,,T1598,reconnaissance,Preparation,S0,3,0.54,3,Network Traffic: Network Traffic Flow; Application Log: Application Log Content; Network Traffic: Network Traffic Content
375,T1610,1,0,3,4,3,0,1,0,0.025,0,0.03,0.027,,T1610,"defense-evasion, execution",Secondary Intrusion,S3,3,0.54,5,Container: Container Start; Application Log: Application Log Content; Pod: Pod Creation; Container: Container Creation; Pod: Pod Modification
376,T1621,3,1,0,4,3,0,1,0,0.074,0.111,0,0.027,,T1621,credential-access,Secondary Intrusion,S3,3,0.54,4,User Account: User Account Authentication; Logon Session: Logon Session Metadata; Application Log: Application Log Content; Logon Session: Logon Session Creation
377,T1003.007,0,0,3,3,2,0,1,0,0,0,0.03,0.02,,T1003,credential-access,Secondary Intrusion,S3,2,0.36,2,Command: Command Execution; File: File Access
378,T1021.003,0,0,3,3,2,0,1,0,0,0,0.03,0.02,,T1021,lateral-movement,Secondary Action,S2,2,0.36,3,Network Traffic: Network Connection Creation; Module: Module Load; Process: Process Creation
379,T1021.007,2,1,0,3,2,0,1,0,0.049,0.111,0,0.02,,T1021,lateral-movement,Secondary Action,S2,2,0.36,1,Logon Session: Logon Session Creation
380,T1027.006,1,0,2,3,2,0,1,0,0.025,0,0.02,0.02,,T1027,defense-evasion,Secondary Action,S2,2,0.36,1,File: File Creation
