Scenario_ID,AttackTree_ID,AttackTree_Key,Step,Step_num,Technique_ID,Technique_Name,Asset,Pi,Mi_Current,Ci,Qi_Current,Qhat_i_Current,Ri_Current,Mi_Full,Qhat_i_Full,Ri_Full,Mi_Worst,Qhat_i_Worst,Ri_Worst,Rtree_Current,Rtree_Full,Rtree_Worst,Log_Ratio,Risk_Class,Risk_B_Flag,High_Mi_Flag,High_Qhat_Flag,Formula_Check
B,58,B-058,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.001022,0.100000,0.144000,0.000028,0.900000,1.000000,0.118098,0.001022,0.000028,0.118098,0.430156,Risk B,1,1,1,0.000000
B,59,B-059,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,59,B-059,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,59,B-059,S3,3,T1555.006,Cloud Secrets Management Stores,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,59,B-059,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000256,0.100000,0.036000,0.000007,0.900000,0.324000,0.038264,0.000256,0.000007,0.038264,0.417178,Risk B,1,1,0,0.000000
B,60,B-060,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,60,B-060,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,60,B-060,S3,3,T1555.006,Cloud Secrets Management Stores,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,60,B-060,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000256,0.100000,0.036000,0.000007,0.900000,0.324000,0.038264,0.000256,0.000007,0.038264,0.417178,Risk B,1,1,0,0.000000
B,61,B-061,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,61,B-061,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,61,B-061,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,61,B-061,S4,4,T1486,Data Encrypted for Impact,Business Server OnCloud,0.900000,0.100000,2.000000,0.090000,0.180000,0.000456,0.100000,0.180000,0.000035,0.900000,1.000000,0.118098,0.000456,0.000035,0.118098,0.315059,Risk C,0,0,0,0.000000
B,62,B-062,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,62,B-062,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,62,B-062,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,62,B-062,S4,4,T1496.001,Compute Hijacking,Business Server OnCloud,0.720000,0.280000,2.000000,0.201600,0.403200,0.001022,0.100000,0.144000,0.000028,0.900000,1.000000,0.118098,0.001022,0.000028,0.118098,0.430156,Risk B,1,1,1,0.000000
B,63,B-063,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,63,B-063,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,63,B-063,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,63,B-063,S4,4,T1496.002,Bandwidth Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000256,0.100000,0.036000,0.000007,0.900000,0.324000,0.038264,0.000256,0.000007,0.038264,0.417178,Risk B,1,1,0,0.000000
B,64,B-064,S1,1,T1190,Exploit Public-Facing Application,VDI AuthServer,0.900000,0.460000,1.500000,0.414000,0.621000,0.621000,0.100000,0.135000,0.135000,0.900000,1.000000,1.000000,,,,,,0,1,1,0.000000
B,64,B-064,S2,2,T1578.004,Revert Cloud Instance,VDI AuthServer,0.180000,0.280000,1.500000,0.050400,0.075600,0.046948,0.100000,0.027000,0.003645,0.900000,0.243000,0.243000,,,,,,0,1,0,0.000000
B,64,B-064,S3,3,T1651,Cloud Administration Command,VDI Server,0.360000,0.100000,1.500000,0.036000,0.054000,0.002535,0.100000,0.054000,0.000197,0.900000,0.486000,0.118098,,,,,,0,0,0,0.000000
B,64,B-064,S4,4,T1496.004,Cloud Service Hijacking,Business Server OnCloud,0.180000,0.280000,2.000000,0.050400,0.100800,0.000256,0.100000,0.036000,0.000007,0.900000,0.324000,0.038264,0.000256,0.000007,0.038264,0.417178,Risk B,1,1,0,0.000000
